,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
750,PGV,HSX,STOCK,Tổng Công ty Phát điện 3,Tổng Công ty Phát điện 3 - Công ty Cổ phần,STO
751,PGT,HNX,STOCK,PGT Holdings,Công ty Cổ phần PGT Holdings,STX
752,PGS,HNX,STOCK,Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,STX
753,PGN,HNX,STOCK,Phụ Gia Nhựa,Công ty Cổ phần Phụ Gia Nhựa,STX
754,PGI,HSX,STOCK,Bảo hiểm PJICO,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,STO
755,PGD,HSX,STOCK,PV GAS D,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,STO
756,PGC,HSX,STOCK,Gas Petrolimex,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,STO
757,PGB,UPCOM,STOCK,PG Bank,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,UPX
758,PFL,UPCOM,STOCK,Dầu khí Đông Đô,Công ty Cổ phần Dầu khí Đông Đô,UPX
759,PET,HSX,STOCK,Dịch vụ Tổng hợp Dầu khí,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,STO
760,PEQ,UPCOM,STOCK,Thiết bị xăng dầu Petrolimex,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,UPX
761,PEN,HNX,STOCK,Xây lắp III Petrolimex,Công ty Cổ phần Xây lắp III Petrolimex,STX
762,PEG,UPCOM,STOCK,TM Kỹ thuật và Đầu tư (PETEC),Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,UPX
763,PEC,UPCOM,STOCK,Cơ khí Điện lực,Công ty Cổ phần Cơ khí Điện lực,UPX
764,PDV,UPCOM,STOCK,Vận tải Phương Đông Việt,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,UPX
765,PDT,DELISTED,STOCK,,,
766,PDR,HSX,STOCK,BĐS Phát Đạt,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,STO
767,PDN,HSX,STOCK,Cảng Đồng Nai,Công ty Cổ phần Cảng Đồng Nai,STO
768,PDC,UPCOM,STOCK,Dầu khí Phương Đông,Công ty Cổ phần Du lịch Dầu khí Phương Đông,UPX
769,PDB,HNX,STOCK,DIN Capital,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,STX
770,PCT,HNX,STOCK,Vận tải Biển Global Pacific,Công ty Cổ phần Vận tải Biển Global Pacific,STX
771,PCN,DELISTED,STOCK,Dầu khí DMC-Miền Bắc,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,
772,PCM,UPCOM,STOCK,VLXD Bưu điện,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,UPX
773,PCH,HNX,STOCK,Nhựa Picomat,Công ty Cổ phần Nhựa Picomat,STX
774,PCG,UPCOM,STOCK,Đầu tư PT Gas Đô thị,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,UPX
775,PCF,UPCOM,STOCK,Cà phê PETEC,Công ty Cổ phần Cà phê PETEC,UPX
776,PCE,HNX,STOCK,Phân bón và Hóa chất DK Miền Trung,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,STX
777,PCC,UPCOM,STOCK,Xây lắp 1- Petrolimex,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,UPX
778,PC1,HSX,STOCK,Tập đoàn PC1,Công ty Cổ phần Tập đoàn PC1,STO
779,PBT,UPCOM,STOCK,Bao bì và TM Dầu khí Bình Sơn,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,UPX
780,PBP,HNX,STOCK,Bao bì Dầu khí VN,Công ty Cổ phần Bao bì Dầu khí Việt Nam,STX
781,PBC,UPCOM,STOCK,Dược Phẩm TW 1- Pharbaco,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,UPX
782,PAT,UPCOM,STOCK,Phốt pho Apatit Việt Nam,Công ty Cổ phần Phốt pho Apatit Việt Nam,UPX
783,PAS,UPCOM,STOCK,Quốc tế Phương Anh,Công ty Cổ phần Quốc tế Phương Anh,UPX
784,PAP,UPCOM,STOCK,Cảng Phước An,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,UPX
785,PAN,HSX,STOCK,Tập đoàn PAN,Công ty Cổ phần Tập đoàn PAN,STO
786,PAI,UPCOM,STOCK,"CNTT, VT và Tự động hóa Dầu khí - PAIC","Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",UPX
787,PAC,HSX,STOCK,Pin Ắc quy Miền Nam,Công ty Cổ phần Pin Ắc quy Miền Nam,STO
788,ORS,HSX,STOCK,Chứng khoán Tiên Phong,Công ty Cổ phần Chứng khoán Tiên Phong,STO
789,OPC,HSX,STOCK,Dược phẩm OPC,Công ty Cổ phần Dược Phẩm OPC,STO
790,ONW,UPCOM,STOCK,Dịch vụ Một Thế giới,Công ty Cổ phần Dịch vụ Một Thế giới,UPX
791,ONE,HNX,STOCK,Truyền thông Số 1,Công ty Cổ phần Công nghệ ONE,STX
792,OIL,UPCOM,STOCK,PV Oil,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,UPX
793,OGC,HSX,STOCK,Tập đoàn Đại Dương,Công ty Cổ phần Tập đoàn Đại Dương,STO
794,ODE,UPCOM,STOCK,Tập đoàn Truyền thông và Giải trí ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,UPX
795,OCH,HNX,STOCK,Khách sạn và Dịch vụ OCH,Công ty Cổ phần One Capital Hospitality,STX
796,OCB,HSX,STOCK,Ngân hàng Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,STO
797,NXT,UPCOM,STOCK,SX và Cung ứng VLXD Kon Tum,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,UPX
798,NWT,UPCOM,STOCK,Vận tải Newway,Công ty Cổ phần Vận tải Newway,UPX
799,NVT,HSX,STOCK,Ninh Vân Bay,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,STO
800,NVP,UPCOM,STOCK,Nước sạch Vĩnh Phúc,Công ty Cổ phần Nước sạch Vĩnh Phúc,UPX
802,NVL,HSX,STOCK,Novaland,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,STO
803,NVB,HNX,STOCK,Ngân hàng Quốc Dân,Ngân hàng Thương mại Cổ phần Quốc Dân,STX
804,NUE,UPCOM,STOCK,Môi trường Đô thị Nha Trang,Công ty Cổ phần Môi trường Đô thị Nha Trang,UPX
805,NTW,UPCOM,STOCK,Cấp nước Nhơn Trạch,Công ty Cổ phần Cấp nước Nhơn Trạch,UPX
806,NTT,UPCOM,STOCK,Dệt - May Nha Trang,Công ty Cổ phần Dệt - May Nha Trang,UPX
807,NTP,HNX,STOCK,Nhựa Tiền Phong,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,STX
808,NTL,HSX,STOCK,Đô thị Từ Liêm,Công ty Cổ phần Phát triển Đô thị Từ Liêm,STO
809,NTH,HNX,STOCK,Thủy điện Nước Trong,Công ty Cổ phần Thủy điện Nước Trong,STX
810,NTF,UPCOM,STOCK,Dược Nghệ An,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,UPX
811,NTC,UPCOM,STOCK,KCN Nam Tân Uyên,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,UPX
812,NTB,UPCOM,STOCK,Công trình giao thông 584,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,UPX
813,NT2,HSX,STOCK,Điện lực Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,STO
814,NST,HNX,STOCK,Thuốc lá Ngân Sơn,Công ty Cổ phần Ngân Sơn,STX
815,NSS,UPCOM,STOCK,Nông súc sản Đồng Nai,Công ty Cổ phần Nông súc sản Đồng Nai,UPX
816,NSL,UPCOM,STOCK,Cấp nước Sơn La,Công ty Cổ phần Cấp nước Sơn La,UPX
817,NSH,HNX,STOCK,Nhôm Sông Hồng,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,STX
818,NSG,UPCOM,STOCK,Nhựa Sài Gòn,Công ty Cổ phần Nhựa Sài Gòn,UPX
819,NSC,HSX,STOCK,Tập đoàn Giống cây trồng Việt Nam,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,STO
820,NS3,DELISTED,STOCK,Nước sạch số 3 Hà Nội,Công ty Cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,
821,NS2,UPCOM,STOCK,Nước sạch số 2 Hà Nội,Công ty Cổ phần Nước sạch số 2 Hà Nội,UPX
822,NRC,HNX,STOCK,Tập đoàn Danh Khôi,Công ty Cổ phần Tập đoàn Danh Khôi,STX
823,NQT,DELISTED,STOCK,Nước sạch Quảng Trị,Công ty Cổ phần Nước sạch Quảng Trị,UPX
824,NQN,UPCOM,STOCK,Nước sạch Quảng Ninh,Công ty Cổ phần Nước sạch Quảng Ninh,UPX
825,NQB,UPCOM,STOCK,Cấp nước Quảng Bình,Công ty Cổ phần Cấp nước Quảng Bình,UPX
833,NOS,UPCOM,STOCK,Vận tải Biển và Thương mại Phương Đông,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,UPX
834,NO1,HSX,STOCK,Tâp đoàn 911,Công ty Cổ phần Tâp đoàn 911,STO
835,NNT,UPCOM,STOCK,Cấp nước Ninh Thuận,Công ty Cổ phần Cấp nước Ninh Thuận,UPX
836,NNQ,DELISTED,STOCK,,,
837,NNG,DELISTED,STOCK,CN - DV - TM Ngọc Nghĩa,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,
838,NNC,HSX,STOCK,Đá Núi Nhỏ,Công ty Cổ phần Đá Núi Nhỏ,STO
839,NLS,UPCOM,STOCK,Cấp thoát nước Lạng Sơn,Công ty Cổ phần Cấp thoát nước Lạng Sơn,UPX
840,NLG,HSX,STOCK,BĐS Nam Long,Công ty Cổ phần Đầu tư Nam Long,STO
841,NKG,HSX,STOCK,Thép Nam Kim,Công ty Cổ phần Thép Nam Kim,STO
842,NJC,UPCOM,STOCK,May Nam Định,Công ty Cổ phần May Nam Định,UPX
843,NHV,UPCOM,STOCK,Đầu tư NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,UPX
844,NHT,HSX,STOCK,Sản xuất và Thương mại Nam Hoa,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,STO
845,NHP,UPCOM,STOCK,Sản xuất XNK NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,UPX
846,NHH,HSX,STOCK,Nhựa Hà Nội,Công ty Cổ phần Nhựa Hà Nội,STO
847,NHC,HNX,STOCK,Gạch ngói Nhị Hiệp,Công ty Cổ phần Gạch ngói Nhị Hiệp,STX
848,NHA,HSX,STOCK,PT Nhà và Đô thị Nam HN,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,STO
849,NGC,UPCOM,STOCK,Thủy sản Ngô Quyền,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,UPX
850,NFC,HNX,STOCK,Phân lân Ninh Bình,Công ty Cổ phần Phân lân Ninh Bình,STX
851,NET,HNX,STOCK,Bột giặt Net,Công ty Cổ phần Bột giặt Net,STX
852,NEM,UPCOM,STOCK,Thiết bị Điện Miền Bắc,Công ty Cổ phần Thiết bị Điện Miền Bắc,UPX
853,NED,UPCOM,STOCK,Phát triển Điện Tây Bắc,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,UPX
854,NDX,HNX,STOCK,Phát triển Nhà Đà Nẵng,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,STX
855,NDW,UPCOM,STOCK,Cấp nước Nam Định,Công ty Cổ phần Cấp nước Nam Định,UPX
856,NDT,UPCOM,STOCK,Dệt may Nam Định,Tổng Công ty Cổ phần Dệt may Nam Định,UPX
857,NDP,UPCOM,STOCK,Dược phẩm 2/9,Công ty Cổ phần Dược phẩm 2/9,UPX
858,NDN,HNX,STOCK,PT Nhà Đà Nẵng,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,STX
859,NDF,UPCOM,STOCK,Nông sản XK Nam Định,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,UPX
860,NDC,UPCOM,STOCK,Dược phẩm Nam Dược,Công ty Cổ phần Nam Dược,UPX
861,ND2,UPCOM,STOCK,Đầu tư và PT điện Miền Bắc 2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,UPX
862,NCT,HSX,STOCK,DV Hàng hóa Nội Bài,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,STO
863,NCS,UPCOM,STOCK,Suất ăn Hàng không Nội Bài,Công ty Cổ phần Suất ăn Hàng không Nội Bài,UPX
864,NCG,UPCOM,STOCK,Nova Consumer,Công ty Cổ phần Tập đoàn Nova Consumer,UPX
865,NBW,HNX,STOCK,Cấp nước Nhà Bè,Công ty Cổ phần Cấp nước Nhà Bè,STX
866,NBT,UPCOM,STOCK,Cấp thoát nước Bến Tre,Công ty Cổ phần Cấp thoát nước Bến Tre,UPX
867,NBP,HNX,STOCK,Nhiệt điện Ninh Bình,Công ty Cổ phần Nhiệt Điện Ninh Bình,STX
868,NBE,UPCOM,STOCK,Sách và Thiết bị GD Miền Bắc,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,UPX
869,NBC,HNX,STOCK,Than Núi Béo,Công ty Cổ phần Than Núi Béo - Vinacomin,STX
870,NBB,HSX,STOCK,577 CORP,Công ty Cổ phần Đầu tư Năm Bảy Bảy,STO
871,NAW,UPCOM,STOCK,Cấp nước Nghệ An,Công ty Cổ phần Cấp nước Nghệ An,UPX
872,NAV,HSX,STOCK,Tấm lợp và gỗ Nam Việt,Công ty Cổ phần Nam Việt,STO
873,NAU,UPCOM,STOCK,Công trình Đô thị Nghệ An,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,UPX
874,NAS,UPCOM,STOCK,DV Hàng không SB Nội Bài,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,UPX
875,NAP,HNX,STOCK,Cảng Nghệ Tĩnh,Công ty Cổ phần Cảng Nghệ Tĩnh,STX
876,NAG,HNX,STOCK,Tập đoàn Nagakawa,Công ty Cổ phần Tập đoàn Nagakawa,STX
877,NAF,HSX,STOCK,Nafoods Group,Công ty Cổ phần Nafoods Group,STO
878,NAC,UPCOM,STOCK,Tư vấn xây dựng Tổng hợp,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,UPX
879,NAB,HSX,STOCK,Ngân hàng Nam Á,Ngân hàng Thương mại Cổ phần Nam Á,STO
880,MZG,UPCOM,STOCK,Miza Corp,Công ty Cổ Phần Miza,UPX
881,MXC,DELISTED,STOCK,,,
882,MWG,HSX,STOCK,Thế giới di động,Công ty Cổ phần Đầu tư Thế Giới Di Động,STO
883,MVN,UPCOM,STOCK,TCT Hàng hải Việt Nam,Tổng Công ty Hàng hải Việt Nam - CTCP,UPX
884,MVC,UPCOM,STOCK,VL và XD Bình Dương,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,UPX
885,MVB,HNX,STOCK,Mỏ Việt Bắc - TKV,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,STX
886,MTX,UPCOM,STOCK,Công Trình Đô Thị Gò Công,Công ty Cổ phần Công trình Đô thị Gò Công,UPX
887,MTV,UPCOM,STOCK,Công trình đô thị Vũng Tàu,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,UPX
888,MTS,UPCOM,STOCK,Vật tư - TKV,Công ty Cổ phần Vật tư - TKV,UPX
889,MTP,UPCOM,STOCK,Dược Medipharco,Công ty Cổ phần Dược Medipharco,UPX
890,MTL,UPCOM,STOCK,Môi trường Đô thị Từ Liêm,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,UPX
891,MTH,UPCOM,STOCK,Môi trường Đô thị Hà Đông,Công ty Cổ phần Môi trường Đô thị Hà Đông,UPX
892,MTG,UPCOM,STOCK,MTGAS,Công ty Cổ phần MT Gas,UPX
893,MTC,DELISTED,STOCK,Dịch Vụ Du Lịch Mỹ Trà,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,UPX
894,MTB,UPCOM,STOCK,Công trình đô thị tỉnh Thái Bình,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,UPX
895,MTA,UPCOM,STOCK,Khoáng sản và TM Hà Tĩnh,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,UPX
896,MST,HNX,STOCK,Đầu tư MST,Công ty Cổ phần Đầu tư MST,STX
898,MSR,UPCOM,STOCK,Masan High-Tech Materials,Công ty Cổ phần Masan High-Tech Materials,UPX
916,MSN,HSX,STOCK,Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,STO
917,MSH,HSX,STOCK,May Sông Hồng,Công ty Cổ phần May Sông Hồng,STO
918,MSB,HSX,STOCK,MSB Bank,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,STO
919,MRF,UPCOM,STOCK,Cao su y tế MERUFA,Công ty Cổ phần MERUFA,UPX
920,MQN,UPCOM,STOCK,Môi trường đô thị Quảng Ngãi,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,UPX
921,MQB,UPCOM,STOCK,Môi trường và PT đô thị Quảng Bình,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,UPX
922,MPY,UPCOM,STOCK,Môi trường đô thị Phú Yên,Công ty Cổ phần Môi trường đô thị Phú Yên,UPX
923,MPT,UPCOM,STOCK,Tập đoàn MPT,Công ty Cổ phần Tập đoàn MPT,UPX
924,MPC,UPCOM,STOCK,Thủy sản Minh Phú,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,UPX
925,MND,UPCOM,STOCK,Môi trường Nam Định,Công ty Cổ phần Môi trường Nam Định,UPX
926,MNB,UPCOM,STOCK,May Nhà Bè,Tổng Công ty May Nhà Bè - Công ty Cổ phần,UPX
928,MML,UPCOM,STOCK,Masan MEATLife,Công ty Cổ phần Masan MEATLife,UPX
929,MLS,UPCOM,STOCK,Chăn nuôi Mitraco,Công ty Cổ phần Chăn nuôi - Mitraco,UPX
930,MLC,UPCOM,STOCK,Môi trường Đô thị Tỉnh Lào Cai,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,UPX
931,MKV,HNX,STOCK,Dược Thú Y Cai Lậy,Công ty Cổ phần Dược Thú Y Cai Lậy,STX
932,MKP,UPCOM,STOCK,Dược phẩm Mekophar,Công ty Cổ phần Hóa - Dược phẩm Mekophar,UPX
933,MIM,UPCOM,STOCK,Khoáng sản và Cơ khí,Công ty Cổ phần Khoáng sản và Cơ khí,UPX
934,MIG,HSX,STOCK,Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,STO
935,MIE,UPCOM,STOCK,Máy và Thiết bị Công nghiệp,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,UPX
936,MIC,HNX,STOCK,Khoáng sản Quảng Nam,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,STX
937,MHL,UPCOM,STOCK,Minh Hữu Liên,Công ty Cổ phần Minh Hữu Liên,UPX
938,MHC,HSX,STOCK,CTCP MHC,Công ty Cổ phần MHC,STO
939,MH3,UPCOM,STOCK,KCN Cao su Bình Long,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,UPX
940,MGR,UPCOM,STOCK,Tập đoàn MGROUP,Công ty cổ phần Tập đoàn MGROUP,UPX
941,MGG,UPCOM,STOCK,May Đức Giang,Tổng Công ty Đức Giang - Công ty Cổ phần,UPX
942,MGC,UPCOM,STOCK,Địa chất mỏ - TKV,Công ty Cổ phần Địa chất mỏ - TKV,UPX
943,MFS,UPCOM,STOCK,Mobifone Service,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,UPX
944,MES,UPCOM,STOCK,Cơ điện Công trình,Công ty Cổ phần Cơ điện Công trình,UPX
945,MEL,HNX,STOCK,Thép Mê Lin,Công ty Cổ phần Thép Mê Lin,STX
946,MEG,DELISTED,STOCK,Công ty Megram,Công ty Cổ phần Megram,
947,MEF,UPCOM,STOCK,MEINFA,Công ty Cổ phần MEINFA,UPX
948,MED,HNX,STOCK,Dược Mediplantex,Công ty Cổ phần Dược Trung ương Mediplantex,STX
949,MEC,UPCOM,STOCK,Lắp máy Sông Đà,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,UPX
950,MDG,HSX,STOCK,Xây dựng Miền Đông,Công ty Cổ phần Miền Đông,STO
951,MDF,UPCOM,STOCK,Gỗ MDF VRG - Quảng Trị,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,UPX
952,MDC,HNX,STOCK,Than Mông Dương,Công ty Cổ phần Than Mông Dương - Vinacomin,STX
953,MDA,UPCOM,STOCK,Môi trường Đô thị Đông Anh,Công ty Cổ phần Môi trường Đô thị Đông Anh,UPX
954,MCP,HSX,STOCK,In và Bao bì Mỹ Châu,Công ty Cổ phần In và Bao bì Mỹ Châu,STO
955,MCO,HNX,STOCK,BDC Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,STX
956,MCM,HSX,STOCK,Giống bò sữa Mộc Châu,Công ty Cổ phần Giống bò sữa Mộc Châu,STO
957,MCI,DELISTED,STOCK,Đầu tư Xây dựng và Phát triển Vật liệu IDICO,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,
958,MCH,UPCOM,STOCK,Hàng Tiêu Dùng MaSan,Công ty Cổ phần Hàng Tiêu Dùng MaSan,UPX
959,MCG,UPCOM,STOCK,Năng lượng và Bất động sản MCG,Công ty Cổ phần Năng lượng và Bất động sản MCG,UPX
960,MCF,HNX,STOCK,Cơ khí và Lương thực Thực phẩm,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,STX
961,MCD,DELISTED,STOCK,Môi trường và Đô thị Đông Hà,Công ty Cổ phần Môi trường và Công trình Đô thị Đông Hà,
962,MCC,HNX,STOCK,Gạch ngói cao cấp,Công ty Cổ phần Gạch ngói cao cấp,STX
963,MC3,DELISTED,STOCK,Khoáng sản 3 - Vimico,Công ty Cổ phần Khoáng sản 3 - Vimico,
964,MBT,UPCOM,STOCK,BĐS cho thuê Minh Bảo Tín,Công ty Cổ phần Bất động sản cho thuê Minh Bảo Tín,UPX
965,MBS,HNX,STOCK,Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,STX
966,MBN,UPCOM,STOCK,Môi trường và Công trình ĐT Bắc Ninh,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,UPX
967,MBG,HNX,STOCK,Tập đoàn MBG,Công ty Cổ phần Tập đoàn MBG,STX
971,MBB,HSX,STOCK,MBBank,Ngân hàng Thương mại Cổ phần Quân đội,STO
972,MAS,HNX,STOCK,Sân bay Đà Nẵng,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,STX
973,MAC,HNX,STOCK,Tập đoàn Macstar,Công ty Cổ phần Tập đoàn Macstar,STX
974,MA1,UPCOM,STOCK,MACHINCO1,Công ty Cổ phần Thiết bị,UPX
975,M10,UPCOM,STOCK,Tổng công ty May 10,Tổng công ty May 10 - Công ty Cổ phần,UPX
976,LYF,DELISTED,STOCK,Công ty Lương Thực Lương Yên,Công ty Cổ phần Lương Thực Lương Yên,
977,LWS,DELISTED,STOCK,Cấp nước Lào Cai,Công ty Cổ phần Cấp nước Tỉnh Lào Cai,
978,LUT,UPCOM,STOCK,Đầu tư Xây dựng Lương Tài,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,UPX
979,LTG,UPCOM,STOCK,Tập đoàn Lộc Trời (BVTV An Giang),Công ty Cổ phần Tập đoàn Lộc Trời,UPX
980,LTC,UPCOM,STOCK,Điện nhẹ Viễn thông,Công ty Cổ phần Điện nhẹ Viễn Thông,UPX
981,LSS,HSX,STOCK,Mía đường Lam Sơn,Công ty Cổ phần Mía đường Lam Sơn,STO
982,LSG,UPCOM,STOCK,BĐS Sài Gòn Vina,Công ty Cổ phần Bất động sản Sài Gòn Vi na,UPX
983,LQN,UPCOM,STOCK,Licogi Quảng Ngãi,Công ty Cổ phần Licogi Quảng Ngãi,UPX
984,LPT,UPCOM,STOCK,TM và SX Lập Phương Thành,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,UPX
997,LPB,HSX,STOCK,LPBank,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,STO
998,LO5,UPCOM,STOCK,LILAMA 5,Công ty Cổ phần Lilama 5,UPX
999,LNC,UPCOM,STOCK,Lệ Ninh - Quảng Bình,Công ty Cổ phần Lệ Ninh,UPX
1000,LMI,UPCOM,STOCK,Lắp máy IDICO,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,UPX
1001,LMH,UPCOM,STOCK,Quoc te Holding,Công ty Cổ phần Quốc Tế Holding,UPX
1002,LMC,UPCOM,STOCK,Khoáng sản LATCA,Công ty Cổ phần Long Beach LMC,UPX
1003,LM8,HSX,STOCK,LILAMA 18,Công ty Cổ phần Lilama 18,STO
1004,LM7,UPCOM,STOCK,LILAMA 7,Công ty Cổ phần Lilama 7,UPX
1005,LM3,UPCOM,STOCK,Lilama 3,Công ty Cổ phần Lilama 3,UPX
1006,LLM,UPCOM,STOCK,LILAMA,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,UPX
1007,LKW,UPCOM,STOCK,Cấp nước Long Khánh,Công ty Cổ phần Cấp nước Long Khánh,UPX
1008,LIX,HSX,STOCK,Bột Giặt Lix,Công ty Cổ phần Bột Giặt LiX,STO
1009,LIG,HNX,STOCK,Licogi 13,Công ty Cổ phần Licogi 13,STX
1010,LIC,UPCOM,STOCK,LICOGI,Tổng Công ty LICOGI - Công ty Cổ phần,UPX
1011,LHG,HSX,STOCK,KCN Long Hậu,Công ty Cổ phần Long Hậu,STO
1012,LHC,HNX,STOCK,XD Thủy lợi Lâm Đồng,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,STX
1013,LGM,UPCOM,STOCK,Giày da và may mặc XK (Legamex),Công ty Cổ phần Giày da và May mặc Xuất khẩu (Legamex),UPX
